angle,mode,regime,optimizer,n_images,rel_err_direct_mean,rel_err_direct_std,rel_err_procrustes_mean,rel_err_procrustes_std,rot_mat_err_fro_mean,rot_mat_err_fro_std,rot_geodesic_deg_mean,rot_geodesic_deg_std
255,resampled_image,full_image,gd,8,0.169369,0.0571137,0.16941,0.0568243,0.0258481,0.0165049,1.04713,0.668793
255,resampled_image,random,adam,8,0.700157,0.0856162,0.707793,0.0884442,0.215073,0.0820221,8.7254,3.3361
255,resampled_image,random,gd,8,0.389079,0.106771,0.397245,0.114493,0.0643208,0.0469137,2.60647,1.90176
265,rotated_directions,full_image,adam,8,0.48829,0.113257,0.479381,0.0993639,0.104999,0.0579931,4.2559,2.35307
265,rotated_directions,full_image,gd,8,0.0538793,0.0644036,0.054052,0.0651924,0.0061405,0.00368419,0.248423,0.149445
265,rotated_directions,random,adam,8,0.627912,0.0914237,0.628601,0.103831,0.168461,0.0833268,6.83207,3.38574
265,rotated_directions,random,gd,8,0.36325,0.0857495,0.362503,0.086161,0.0717959,0.0493289,2.9095,1.99978
265,resampled_image,full_image,adam,8,0.49245,0.118716,0.481005,0.107373,0.116654,0.080446,4.72975,3.26654
265,resampled_image,full_image,gd,8,0.146297,0.0838136,0.146987,0.0867897,0.0260962,0.0225038,1.05719,0.91189
265,resampled_image,random,adam,8,0.626648,0.113013,0.6338,0.112947,0.151088,0.0551192,6.12517,2.23677
265,resampled_image,random,gd,8,0.387044,0.145333,0.391237,0.149881,0.0531446,0.0169485,2.15324,0.686799
270,rotated_directions,full_image,adam,8,0.0215532,0.0205999,0.0214271,0.0204434,0.00392828,0.00376856,0.159152,0.152681
270,rotated_directions,full_image,gd,8,0.0366056,0.0311219,0.0364525,0.0309032,0.00603654,0.00490875,0.244566,0.198875
270,rotated_directions,random,adam,8,0.573696,0.126262,0.581585,0.135926,0.154159,0.0886091,6.25153,3.59664
270,rotated_directions,random,gd,8,0.356383,0.100987,0.356777,0.103189,0.0494178,0.0214073,2.00227,0.867432
270,resampled_image,full_image,adam,8,0.0202358,0.0195695,0.0201033,0.0193249,0.00417889,0.00614387,0.169305,0.248916
270,resampled_image,full_image,gd,8,0.048735,0.0434606,0.0484569,0.0431754,0.0067622,0.0045023,0.273966,0.182408
270,resampled_image,random,adam,8,0.63638,0.10816,0.630612,0.114187,0.169516,0.111592,6.87679,4.53178
270,resampled_image,random,gd,8,0.36648,0.0971977,0.367316,0.101781,0.0531099,0.030228,2.15196,1.22512
275,rotated_directions,full_image,adam,8,0.453092,0.0738201,0.442886,0.0639258,0.103456,0.0484574,4.193,1.96548
275,rotated_directions,full_image,gd,8,0.0580346,0.0628017,0.0582171,0.0633178,0.0105904,0.0109967,0.428702,0.44575
275,rotated_directions,random,adam,8,0.646763,0.110227,0.651313,0.118109,0.111039,0.0597911,4.50063,2.42431
275,rotated_directions,random,gd,8,0.36642,0.136455,0.370435,0.148578,0.0599731,0.0478813,2.43032,1.94115
275,resampled_image,full_image,adam,8,0.451725,0.0772921,0.442794,0.0651004,0.0965692,0.0477942,3.91376,1.93849
275,resampled_image,full_image,gd,8,0.157773,0.0484768,0.156813,0.0475744,0.0231821,0.0160466,0.939135,0.650218
275,resampled_image,random,adam,8,0.643443,0.127076,0.639547,0.114521,0.171513,0.0885291,6.95631,3.59667
275,resampled_image,random,gd,8,0.355832,0.146581,0.35453,0.142689,0.0412776,0.025361,1.67238,1.02769
285,rotated_directions,full_image,adam,8,0.634348,0.0991594,0.634934,0.101896,0.159926,0.0558016,6.48393,2.26559
285,rotated_directions,full_image,gd,8,0.0437011,0.0447949,0.0434428,0.0443612,0.00702933,0.00817736,0.28605,0.330301
285,rotated_directions,random,adam,8,0.699199,0.125876,0.698966,0.114272,0.180318,0.0486369,7.31133,1.9744
285,rotated_directions,random,gd,8,0.365455,0.118587,0.367147,0.126231,0.0618827,0.0444103,2.50771,1.80023
285,resampled_image,full_image,adam,8,0.634629,0.0906292,0.64049,0.0974298,0.144153,0.0583693,5.84399,2.369
285,resampled_image,full_image,gd,8,0.164914,0.0803449,0.16554,0.083953,0.0231821,0.0107218,0.939311,0.434365
285,resampled_image,random,adam,8,0.717809,0.0875659,0.731361,0.107207,0.210039,0.120929,8.52618,4.92947
285,resampled_image,random,gd,8,0.392201,0.128461,0.397315,0.138051,0.055218,0.0289249,2.2374,1.17215
295,rotated_directions,full_image,adam,8,0.735245,0.106969,0.721916,0.0959909,0.229435,0.101566,9.31163,4.13657
295,rotated_directions,full_image,gd,8,0.0420108,0.0362153,0.0418075,0.0360418,0.00683318,0.00516648,0.276748,0.20937
295,rotated_directions,random,adam,8,0.781378,0.0672052,0.77936,0.0643713,0.266911,0.207782,10.8629,8.50354
295,rotated_directions,random,gd,8,0.37154,0.123849,0.375934,0.129979,0.0625272,0.0336774,2.53361,1.36492
295,resampled_image,full_image,adam,8,0.737391,0.106276,0.723147,0.0935279,0.237214,0.110887,9.62948,4.51951
295,resampled_image,full_image,gd,8,0.129062,0.0365529,0.128116,0.0358924,0.0185376,0.00746154,0.751019,0.302316
295,resampled_image,random,adam,8,0.793726,0.0752004,0.802392,0.0672669,0.310987,0.270579,12.7064,11.2206
295,resampled_image,random,gd,8,0.380699,0.145093,0.379559,0.146003,0.0777235,0.06985,3.15058,2.83399
305,rotated_directions,full_image,adam,8,0.759213,0.115657,0.74356,0.100426,0.356267,0.169218,14.4984,6.9402
305,rotated_directions,full_image,gd,8,0.0519627,0.0579075,0.0519205,0.0583431,0.00819904,0.00828474,0.332205,0.335636
305,rotated_directions,random,adam,8,0.806226,0.0747364,0.810344,0.0945776,0.271431,0.144655,11.0276,5.8988
305,rotated_directions,random,gd,8,0.380521,0.136573,0.379569,0.137119,0.0655173,0.0459448,2.65497,1.86224
305,resampled_image,full_image,adam,8,0.758814,0.123645,0.745955,0.111042,0.349963,0.191321,14.2499,7.86607
305,resampled_image,full_image,gd,8,0.166918,0.0811546,0.167494,0.0832406,0.02486,0.016454,1.00722,0.666689
305,resampled_image,random,adam,8,0.756123,0.0820895,0.767477,0.102184,0.221194,0.106302,8.97697,4.32819
305,resampled_image,random,gd,8,0.392196,0.130625,0.397159,0.137296,0.0567145,0.0325048,2.29804,1.31724
315,rotated_directions,full_image,adam,8,0.784485,0.117696,0.7819,0.115938,0.355671,0.140412,14.4645,5.74255
315,rotated_directions,full_image,gd,8,0.0389516,0.030347,0.038686,0.0300969,0.00774277,0.00689373,0.31408,0.27903
315,rotated_directions,random,adam,8,0.820946,0.0946868,0.823028,0.0944416,0.294651,0.176472,11.9884,7.25849
315,rotated_directions,random,gd,8,0.38991,0.133323,0.392108,0.13518,0.0474618,0.0223937,1.92306,0.907362
315,resampled_image,full_image,adam,8,0.784517,0.120326,0.781416,0.117297,0.367676,0.155231,14.9597,6.35692
315,resampled_image,full_image,gd,8,0.0533767,0.0647525,0.0536491,0.0655413,0.00691006,0.00766602,0.280327,0.310414
315,resampled_image,random,adam,8,0.821494,0.108127,0.832696,0.105586,0.271468,0.203706,11.046,8.32834
315,resampled_image,random,gd,8,0.387167,0.147345,0.38888,0.149914,0.0654506,0.0310912,2.65209,1.26001
325,rotated_directions,full_image,adam,8,0.77901,0.102902,0.777133,0.132211,0.378994,0.275971,15.4776,11.3626
325,rotated_directions,full_image,gd,8,0.0618389,0.0655171,0.0619966,0.0664177,0.0103586,0.00680592,0.419938,0.275421
325,rotated_directions,random,adam,8,0.793403,0.0726434,0.804067,0.0824349,0.326581,0.210905,13.2971,8.6318
325,rotated_directions,random,gd,8,0.354482,0.112294,0.354837,0.115192,0.0619671,0.0322291,2.51093,1.30623
325,resampled_image,full_image,adam,8,0.772544,0.0906982,0.768724,0.111303,0.341185,0.243684,13.9088,9.99765
325,resampled_image,full_image,gd,8,0.15921,0.0315635,0.159256,0.0323833,0.0221198,0.00834017,0.896226,0.337892
325,resampled_image,random,adam,8,0.813111,0.0790467,0.817508,0.103392,0.381852,0.337853,15.6523,14.0098
325,resampled_image,random,gd,8,0.40262,0.151271,0.410242,0.160094,0.0769998,0.0534332,3.12053,2.16609
335,rotated_directions,full_image,adam,8,0.726893,0.0870489,0.723462,0.0934972,0.30213,0.238864,12.3171,9.83185
335,rotated_directions,full_image,gd,8,0.0524724,0.0489228,0.0523143,0.0488801,0.0106778,0.0123637,0.432672,0.50088
335,rotated_directions,random,adam,8,0.725331,0.0753398,0.741218,0.0851779,0.218409,0.207633,8.88991,8.50908
335,rotated_directions,random,gd,8,0.369348,0.14292,0.371939,0.152405,0.0781992,0.0574895,3.16941,2.33194
335,resampled_image,full_image,adam,8,0.725004,0.081352,0.721642,0.0838096,0.303235,0.234283,12.3605,9.6444
335,resampled_image,full_image,gd,8,0.137507,0.0935174,0.137595,0.094693,0.0197117,0.0169305,0.798644,0.685982
335,resampled_image,random,adam,8,0.743599,0.0725243,0.752939,0.0885555,0.275277,0.138121,11.1827,5.62985
335,resampled_image,random,gd,8,0.375582,0.111151,0.380605,0.118696,0.0615779,0.0543751,2.49557,2.20474
345,rotated_directions,full_image,adam,8,0.634353,0.0906489,0.613925,0.0881609,0.184226,0.0486848,7.46994,1.97581
345,rotated_directions,full_image,gd,8,0.0463768,0.0404102,0.0461098,0.0401467,0.00649439,0.00370836,0.263302,0.150102
345,rotated_directions,random,adam,8,0.731428,0.090499,0.729385,0.105623,0.149297,0.0601158,6.05267,2.43945
345,rotated_directions,random,gd,8,0.358746,0.119421,0.359954,0.13068,0.0582037,0.0476641,2.35864,1.93203
345,resampled_image,full_image,adam,8,0.637457,0.0935421,0.618671,0.0915658,0.20363,0.0605335,8.25866,2.4586
345,resampled_image,full_image,gd,8,0.164191,0.0640404,0.164168,0.0643445,0.0242531,0.0157818,0.982678,0.639382
345,resampled_image,random,adam,8,0.699101,0.125062,0.706835,0.143503,0.145257,0.0762227,5.88956,3.09353
345,resampled_image,random,gd,8,0.344266,0.0988158,0.345982,0.104149,0.0622923,0.0555929,2.52454,2.25393
355,rotated_directions,full_image,adam,8,0.489034,0.113579,0.480605,0.100321,0.10568,0.0589029,4.28356,2.39001
355,rotated_directions,full_image,gd,8,0.0461268,0.0393394,0.046087,0.0394902,0.0110349,0.0123303,0.447304,0.499427
355,rotated_directions,random,adam,8,0.628122,0.108624,0.635904,0.10999,0.175033,0.0838196,7.09884,3.40505
355,rotated_directions,random,gd,8,0.387705,0.131616,0.391592,0.139454,0.0519812,0.0267642,2.10621,1.08455
355,resampled_image,full_image,adam,8,0.491645,0.118405,0.480212,0.107004,0.113071,0.0780961,4.58436,3.17127
355,resampled_image,full_image,gd,8,0.145403,0.0845496,0.146454,0.0882441,0.0256953,0.0186274,1.04113,0.754693
355,resampled_image,random,adam,8,0.64674,0.100977,0.657209,0.109238,0.120997,0.0801209,4.90604,3.25461
355,resampled_image,random,gd,8,0.390268,0.144026,0.394212,0.148528,0.0532349,0.0251312,2.157,1.01841
